substance_name	allergic_patients_count	medications_count
Sodium Lactate Solution, Magnesium Chloride Hexahydrate, Potassium Chloride, Sodium Chloride, Calcium Chloride Dihydrate	0	1
Dry Extract From Milk Thistle Fruit, (Equivalent To 3.725 G – 10.818 G Of Milk Thistle Fruits) Corresponding To 108 Mg Of Silymarin, Calculated As ...	0	5
Magnesium Chloride Hexahydrate, Potassium Chloride, Sodium Chloride, Sodium Acetate Trihydrate, Hydroxyethyl Starch 130/0.4	0	1
Boldine, Extract Of Rosemary, Senna Leaf Dry Extract	0	1
Riboflavin Sodium Phosphate, Thiamine Hydrochloride, Ascorbic Acid, Nicotinamide, Glucose Monohydrate, Pyridoxine Hydrochloride	0	2
Timolol Maleate, Brinzolamide	0	4
Adonis Vernalis Dil D1, Iberis Amara Dil D2, Crataegus Mother Tincture, Cytisus Scoparius Mother Tincture	0	1
Extract Of Angelica Root (1 : 2.5 - 3.5), Extracting Agent: Ethanol 30 % (V/V), Liquid Extract Of Caraway Fruit (1 : 2.5 - 3.5), Extracting Agent: ...	0	1
Naphazoline Nitrate, Methylthioninium Hydroxide	0	1
Cetraria Islandica Dil. D 3, Psychotria Ipecacuanha D3, Atropa Bella-Donna Dil D5, Drosera Dil. D3, Bryonia Dil. D3	0	1
Zinc Oxide, Ichthammol, Tormentillae Extractum Fluidum, Borax	0	1
Arnica Montana C9	0	2
Convallaria Majalis Urtinktur, Aurum Chloratum Dil D1, Kalmia Latifolia Mother Tincture, Strophanthus Gratus Mother Tincture, Veratrum Album Mother...	0	1
Graphite	0	4
Phagi Particulae Contra Staphylococcus Polyvalens	0	1
Silybum Marianum Dil. D1, Chelidonium Majus D4, Veronicastrum Virginicum D4, Stannum Metallicum D10, Berberis Vulgaris Dil D3	0	1
Distilled Hamamelis Water	0	4
Lisinopril, Torasemide	0	4
Berberis Vulgaris, Planta Tota Rh Dil. D1, Urtica Urens, Planta Tota Rh Dil. D2	0	1
Isophorone Diamine	0	1
Quetiapine Fumarate	0	60
Terebinthina Laricina, Terebinthinae Aetheroleum Rectificatum	0	1
Acetic Acid, Glacial, Salicylic Acid	0	1
Esomeprazole Sodium	0	18
Miconazole	0	20
Carbinoxamine Maleate, Ammonium Chloride, Codeine Phosphate, Ephedrine Hydrochloride	0	1
Vestronidase Alfa	0	1
Antazoline Sulfate, Naphazoline Nitrate	0	1
Gentamicin Sulfate, Dexamethasone Sodium Phosphate Ph. Eur.	0	1
Paracetamol, Codeine	0	2
Clotrimazole Ph. Eur.	0	1
Diclofenac Sodium	0	408
Levomenthol, Pine Needle Oil, Eucalyptus Oil	0	1
Beclometasone Dipropionate, Formoterol	0	1
Ibuprofen Isobutanolammonium	0	2
Procaine Hydrochloride, Phenazone	0	6
Sulfadiazine, Trimethoprim	0	2
Emtricitabine, Efavirenz, Tenofovir Disoproxil Succinate	0	7
Menthol, Camphor, Siberian Fir Oil	0	1
Calcium Ion, Sulfate	0	1
Urokinase	0	13
Aminaphtone	0	2
Folic Acid, Iron(Iii) Ion	0	1
Olmesartan Medoxomil	0	142
Cimetidine Ph. Eur.	0	1
Deferasirox	0	86
Lactobacillus Helveticus, Lactic Acid Bacteria: Lactobacillus Rhamnosus + Lactobacillus Helveticus	0	1
Atropa Belladonna Dil. D4	0	1
Hydrargyrum Sulfuratum Rubrum Dil. D8, Luffa Operculata Dil. D6, Kalium Bichromicum Dil. D4	0	1
Populus Tremuloides Ø, Serenoa Repens Ø, Chondrodendron Dil. D2	0	1
Solidago Gigantea	0	1
Dry Extract Of Milk Thistle Fruit, Corresponding To 108.2 Mg Silymarin, Calculated As Silibinin, Extraction Solvent: Acetone 95% (V/V)	0	1
Manganum Sulfuricum Trit. D6	0	2
Bryophyllum Argento Cultum Rh Dil. D3	0	1
Saccharomyces Cerevisiae Type D Extract, Sodium Disulfide	0	1
Tolu Balsam	0	1
Alkanna Tinctoria Oily Extract	0	1
Ferriprotinate, Calcium Folinate Pentahydrate	0	1
Neratinib	0	1
Chininum Arsenicosum Dil. D 8, Avena Sativa D4, Veratrum Album Dil. D 4, Atropa Belladonna Dil. D4, Coffea Arabica D12, Lachesis Dil. D12, Lycopus ...	0	1
Artemisia Absinthium Ø, Semecarpus Anacardium Dil. D2, Strychnos Nux-Vomica Dil. D6, Apomorphinum Hydrochloricum Dil. D12	0	1
Crocus Sativus Trit. D 3, Sepia Officinalis D3, Cimicifuga Racemosa D3, Sanguinaria Canadensis D4, Juniperus Sabina D3, Secale Cornutum D3	0	1
Hazelnut Extract	0	2
Phosphocreatine Sodium	0	3
Sodium Citrate Dihydrate, Potassium Citrate Monohydrate, Citric Acid Monohydrate	0	1
Drosera Rotundifolia D2, Drosera Rotundifolia D10, Drosera Rotundifolia D200, Drosera Rotundifolia D30, Cuprum Aceticum D10, Cuprum Aceticum D200, ...	0	1
Lyophilized Bacterial Lysates, Lyophilized Bacterial Lysates Of: Haemophilus Influenzae Streptococcus (Diplococcus) Pneumoniae Klebsiella Pneumonia...	0	2
Betulae Folium, Equisetum Stem, Willow Bark, Taraxaci Herba, Urticae Folium, Taraxacum Officinale Root, Populi Folium	0	1
Kalium Sulfuricum Trit. D4	0	1
Retifanlimab	0	1
Thick Extract From Saw Palmetto Fruit (Der: 9-11:1), Extraction Solvent: Ethanol 96% V/V	0	1
Acidum Nitricum D6, Berberis Vulgaris D4, Lycopodium Clavatum D6, Smilax D4	0	1
Etrasimod	0	1
Mrna Encoding Sars-Cov 2, Variant Xbb.1.5, Spike Glycoprotein, N-Terminal Domain And Receptor-Binding Domain	0	1
Cefalexin Monohydrate Ph. Eur.	0	1
Vorasidenib	0	1
Arachis Hypogaea (762)	0	3
Glycerin Bp	0	15
Pemetrexed Disodium Heptahydrate	0	3
Sennae Folium, Dry Extract From Rhubarb (Der 3-5: 1), Extraction Solvent: 70% Ethanol (V/V), Carbo Vegetabilis	0	1
Colchicum D4, Rhus Toxicodendron D4, Aconitum Napellus D4, Berberis Vulgaris D3, Ledum Dil D2	0	1
Diphenhydramine Hydrochloride, Ammonium Chloride	0	1
Liquid Extract (1:1.0-1.2) Of Cascara 500 Mg, Corresponding To 20 Mg Of Hydroxyanthracene Glycosides, Calculated As Cascaroside A, Extraction Solve...	0	1
Benzethonium Chloride, Chlorhexidine Digluconate (20% Solution)	0	2
Insulin Icodec	0	1
Psychotria Ipecacuanha D4, Lobelia Inflata D4, Atropa Bella-Donna D4, Bryonia D4, Kalium Stibyltartaricum D4, Kreosotum D5, Lobaria Pulmonaria D4, ...	0	2
Tanacetum Parthenium	0	4
Equisetum Arvense Ex Herba Ferm 35b Dil. D5 (Hab, Vs. 35b), Formica Rufa Ex Animale Toto Gl Dil. D7 (Hab, Vs. 41c)	0	1
Metformin Hydrochloride, Vildagliptin	0	136
Camphor, Salicylic Acid	0	1
Valine, Alanine, Arginine, Histidine, Isoleucine, Leucine, Methionine, Phenylalanine, Proline, Serine, Threonine, Glycine, Tryptophan, Lysine Aceta...	0	2
Ampicillin Trihydrate	0	1
Gabexate Mesilate	0	2
Oxytetracycline, Hydrocortisone Ph. Eur.	0	1
Citrulline Malate	0	2
Dexamethasone Valerate, Clioquinol	0	1
Letrozole	0	183
Azelastine Hydrochloride, Fluticasone Propionate	0	139
Hydroxocobalamin Chloride	0	7
Povidone, Poly(Vinyl Alcohol)	0	2
Sterilised Water For Injections	0	6
Echinacea Mother Tincture	0	1
Meglumine Amidotrizoate, Sodium Amidotrizoate	0	12
Calcium Carbonicum D8, Calcarea Phosphorica D4, Natrium Phosphoricum D4, Magnesium Phosphoricum D4, Calcium Iodatum D8, Juglans Pulvis D6, Rubia Ti...	0	1
Secale Cornutum D4, Avena Sativa D1, Atropa Bella-Donna D5, Passiflora Incarnata D1, Valeriana Officinalis D1	0	1
Trisodium Citrate Dihydrate	0	3
Aluminium Oxide, Hydrated, Aluminium Phosphate, Hydrated, Guar, Magnesium Hydroxide	0	3
Fluid Extract From Ivy Leaves (1:1), Extracting Agent: Ethanol 70% (V/V)	0	1
Noradrenaline Hydrochloride	0	1
Chlorphenamine Maleate, Ibuprofen Lysine, Phenylephrine Hydrochloride	0	1
Cyproterone Acetate	0	14
Ascorbic Acid, Nicotinamide, Glucose	0	2
Hidrosmin	0	2
Pizotifen	0	4
Sodium Molybdate Dihydrate, Zinc Chloride, Potassium Iodide, Sodium Fluoride, Chromium Chloride Hexahydrate, Sodium Selenite Pentahydrate, Ferrous ...	0	1
Dry Extract From Red Ginseng (2–4.5:1), Extraction Solvent: Ethanol 60% (V/V)	0	1
Magnesium Citrate Tetradecahydrate, Magnesium Phosphate, Dibasic Trihydrate	0	1
Borneol, Camphene, Menthone, Cineole, Menthol, Leavo, Beta Pinene, Alpha Pinene	0	1
Rilpivirine	0	2
Tincture (1:5) From Valerian Root, Nettle Root, St. John's Wort, Goldenrod Herb, Agrimony Herb, Arnica Flower, Extraction Solvent: Ethanol 70% (V/V)	0	1
Aesculus Hippocastanum Dil. D3, Collinsonia Canadensis Dil D 3, Hamamelis Virginiana Dil. D 2, Lycopodium Clavatum D5, Sulfur Dil. D5	0	1
Extract Of Matricaria Flower (1:1.8-2.1), Extraction Solvents: Ethanol 52 % (V/V) : Macrogolglycerolhydroxystearate (99.5 : 0.5)	0	1
Natalizumab	0	2
Cetuximab	0	1
Zinc, Cobalt, Copper, Iron, Magnesium, Manganese, Molybdenum, Boron, Fluorine, Nickel, Vanadium	0	2
Arnica Montana Dil. D12, Arnica Montana Dil. D30, Arnica Montana Dil. D200	0	1
Copper Gluconate, Manganese Gluconate, Potassium Iodide, Sodium Selenite, Zinc Gluconate (Ph. Eur.)	0	1
Grindelia Robusta Dil. D3, Blatta Orientalis Dil. D 5, Euspongia Officinalis Dil. D 5, Ammi Visnaga Dil. D 7, Cetraria Islandica Dil. D 5, Chamomil...	0	1
Phenobarbital Ph. Eur.	0	3
Simeticone, Pancreas Powder	0	1
Doconexent, Eicosapentanoic Acid/Docosahexaenoic Acid	0	1
Lobelia Inflata Dil. D6, Plumbum Metallicum Praeparatum Dil. D8, Quercus, Ethanol. Decoctum Dil. D4, Veronica Officinalis, Ethanol. Decoctum Dil. D4	0	1
Betahistine Hydrochloride	0	11
Isopropyl Alcohol, Sodium Bituminosulfonate Light	0	1
Quinine Sulfate	0	15
Testosterone Enantate	0	19
Acetylcysteine, Glycine, L-Lysine Monoacetate, L-Tryptophan, L-Arginine, L-Histidine, L-Isoleucine, L-Leucine, L-Methionine, L-Proline, L-Serine, L...	0	1
Estrogens Conjugated	0	3
Midostaurin	0	1
Carbo Vegetabilis, Caraway Oil, Bitter Fennel Fruit Oil, Amethyst, Betula Pendula Ferm 34e Ø, Cochlearia Officinalis Ex Herba Ferm 33b Ø (Hab, Vs. ...	0	1
Vincamine, Rutoside	0	1
Antimonit Trit. D4	0	1
Gentiana Lutea Dil. D 3, Strychnos Nux Vomica Dil. D3, Cinchona Pubescens Dil. D3	0	1
Paracetamol, Sodium Hydrogen Carbonate	0	2
Coal Tar	0	5
Dicycloverine Hydrochloride, Simeticone, Magnesium Oxide, Light, Aluminium Hydroxide	0	1
Levothyroxine	0	5
Belladonna D3, China Rubra D3, Arsenicum Album D6, Matricaria Recutita D9, Psychotria Ipecacuanha D4, Citrullus Colocynthis D4, Hydrargyrum Bichlor...	0	1
Iceland Moss Extract (2-4:1), Aqueous	0	1
Progesterone	0	68
Sulfogaiacol, Grindelia Soft Hydroalcoholic Extract, Codeine Camsilate	0	1
Enalapril Maleate Ph. Eur.	0	1
Menthol, Peppermint Oil, Clove Oil, Thyme Oil, Cineole, Salviae Oleum, Extr. Fl. (1:3,3) Ex: Chamomillae Anth.-18,7: Salviae Fol.-18,7: Millefolii ...	0	1
Calcium Pantothenate, Thiamine Nitrate, Keratin, Saccharomyces Cerevisiae, L-Cystine, 4-Aminobenzencarboxi Acid	0	1
Ustilago Avenae	0	3
Amitriptyline Hydrochloride	0	65
Formica Ø	0	1
Omega-3-Acid Triglycerides, Soya-Bean Oil Refined, Triglycerides, Medium Chain	0	2
Cimicifuga Racemosa Dil. D 2, Gelsemium Sempervirens Dil. D10, Cimicifuga Racemosa Dil. D30, Cimicifuga Racemosa Dil. D10, Cimicifuga Racemosa Dil....	0	1
Delphinium Staphisagria D6, Euphrasia D4, Hydrargyrum Biiodatum D8	0	1
Lactose Monohydrate, Prucalopride Succinate	0	1
Atropine Sulfate	0	79
Hydrastis Canadensis D4, Veratrum Album D4, Atropa Bella-Donna D10, Ceanothus Americanus D4, Argentum Nitricum D6, Colibacillinum Nosode D28, Kreos...	0	1
Potassium Chloride	0	108
Somatorelin	0	1
Dry Extract Of Polypodium Leucotomos Root (Der 4-6: 1), Corresponding To 2.5 - 6.25 Mg Of Quinic Acid, Extraction Solvent: Ethanol 12.5% V/V	0	2
Mannitol, Tryptophan, Magnesium Chloride Hexahydrate, Potassium Chloride, Sodium Chloride, Calcium Chloride Dihydrate, L-Histidine, L-Histidine Hyd...	0	1
Bumetanide	0	9
Sage Shoot, Cut	0	1
Toxicodendron Quercifolium Dil. D12, Harpagophytum Procumbens Dil. D4, Filipendula Ulmaria Dil. D3	0	1
Allergens, Mould & Yeast Spore	0	3
Ferrous Sulphate Monohydrate	0	1
Nevirapine	0	44
Chloramphenicol, Fluocinolone Acetonide, Lidocaine Hydrochloride	0	1
Articaine Hydrochloride	0	3
Cuprum Aceticum D4, Atropa Belladonna Dil. D4, Psychotria Ipecacuanha Dil. D4, Drosera Dil. D4	0	1
Helium, Carbon Monoxide	0	23
Phosphorus Dil. D5, Aconitum Dil. D3, Ipecacuanha Dil. D3, Eupatorium Perfoliatum Dil. D1, Bryonia Dil. D2, Gelsemium Dil. D3	0	1
Sodium Dihydrogen Phosphate Dihydrate, Magnesium Chloride Hexahydrate, Potassium Chloride, Sodium Chloride, Glucose Monohydrate, Sodium Lactate (As...	0	2
Dry Bearberry Leaf Extract (Der 2.5 - 4.5:1)	0	5
Macerate Of Marshmallow Root (9:40), Extraction Solvent: Water, Ethanol And Sodium Benzoate (46.7: 1: 0.3)	0	1
Betulae Folium, Solidaginis Herba, Restharrow Root, Equisetum	0	4
Ketazolam	0	4
Retinol Palmitate, Benzocaine, Retinol, Chlorhexidine Acetate	0	1
Thryallis Glauca D4, Luffa Operculata D6, Schoenocaulon Officinale D4, Cardiospermum Halicacabum D4	0	3
Acidum Phosphoricum Trit. D 3, Avena Sativa Trit. D 1, Kalium Phosphoricum Trit. D 4, Lycopodium Clavatum Trit. D 4, Panax Ginseng Trit. D 3, Selen...	0	1
Eucalyptus Oil, Sylvestris Pine Oil	0	3
Mullein Extract	0	1
Cefixime Trihydrate	0	28
Wässriger Gesamtauszug Aus Enzianwurzel (0,3608 G), Ingwerwurzel (0,2215 G), Kalmuswurzel (0,0333 G), Pfefferfrüchten (0,0066 G), Wermutkraut (0,27...	0	1
Arctostaphylos Uva-Ursi (L.) Spreng Folium, Betula Pendula Roth., Solidago Canadensis L.	0	1
Glycerol, Paraffin White Soft, Liquid Paraffin	0	3
Penicillium Roquefortii E Volumine Cellulae (Lyophil., Steril.) D5	0	1
Sepia Officinalis Dil. D 8, Cimicifuga D4, Lachesis D 12, Acidum Sulfuricum D4, Sanguinaria Canadensis Dil. D4	0	1
Diphenylguanidine	0	1
Liquid Extract From Centaurea Benedicta Herb (Der 1:1.7-2.2), Extraction Solvent: Ethanol 40% (V/V), Liquid Extract From Matricaria Recutita Flower...	0	1
Benzocaine, Matricariae Flos, Sage Leaf (Salvia Officinalis), Boric Acid, Agrimoniae Herba, Salicylic Acid, Rhizoma Tormentillae, Essential Oil Of ...	0	1
Interferon Beta-1a	0	2
Pulsatilla D6, Belladonna D6, Chamomilla D 6, Ferrum Phosphoricum D6, Hepar Sulfuris D12	0	1
Taraxacum Officinale Root	0	6
100 Ml Consists Of: Distillate From A Macerate Of Melissa Officinalis Leaf 429-536 Mg,helenii Rhizoma 226-714 Mg, Angelica Root 209-714 Mg, Zingibe...	0	1
Equisetum Hiemale D6, Berberis Vulgaris D4, Lytta Vesicatoria D4, Solanum Dulcamara D4	0	1
Methenamine, Sodium Salicylate, Fel Tauri	0	1
Camphora Dil. D4, Eucalyptus Globulus Dil. D4, Baptisia Tinctoria Dil. D4, Schoenocaulon Officinale Dil. D6, Ferrum Phosphoricum Dil. D8, Gelsemium...	0	1
Valine, Histidine, Isoleucine, Leucine, Methionine, Phenylalanine, Threonine, Tryptophan, Lysine Acetate	0	1
Amylocaine Hydrochloride	0	1
Gallium (68ga) Chloride	0	3
Cladosporium Herbarum	0	2
Dexlansoprazole	0	1
Levobupivacaine Hydrochloride	0	10
B/Phuket/3073/2013-Like Virus (B/Phuket/3073/2013, Wild Type), Influenza Virus B/Michigan/01/2021, Influenza A/Victoria/4897/2022 Ivr-238 (H1n1), I...	0	12
Hyoscine	0	2
Pravastatin Sodium, Fenofibrate	0	2
Streptococcus Agalactiae, Haemophilus Influenzae, Staphylococcus Aureus, Streptococcus Pneumoniae	0	3
Echinacea Mother Tincture, Kalium Phosphoricum D4, Lachesis Mutus Dil D6	0	1
Melissa Leaf Dry Extract	0	6
Calcium Carbonicum Hahnemanni Dil. D 10, Veratrum Album Dil. D30, Veratrum Album Dil. D200, Lycopodium Clavatum Dil. D10, Lycopodium Clavatum Dil. ...	0	1
Selenium	0	7
Trolamine Salicylate	0	1
Aluminium Phosphate, Diphtheria Toxoid, Tetanus Toxoid, Pertussis Toxoid, Pertussis Filamentous Haemagglutinin, Pertussis Pertactin, Algeldrate	0	1
Flunitrazepam	0	6
Nortriptyline Hydrochloride	0	13
Chlorphenamine Maleate, Phenylephrine Hydrochloride, Paracetamol, Salicylamide, Caffeine	0	1
D-Camphor, Ether, Tincture Of Valerian Root (1:5), Extraction Liquid: Ethanol 70 V/V, Peppermint Oil, Rosemary Oil	0	1
Ascorbic Acid, Rutoside, Salicylamide	0	1
Homatropine Methylbromide	0	1
Plantago Lanceolata Herb Fluid Extract	0	2
Sodium Phytate Anhydrous	0	2
Dry Extract From Thyme, Containing 0.77-1.02 Mg Of Thyme Oil, Corresponding To 416-774 Mg Of Dried Thyme Herb, Extraction Solvent: Water, Dry Extra...	0	1
Magnesium Hydroxide, Monmectite, Aluminium Hydroxide	0	1
Brassica Nigra	0	19
Risperidone	0	188
Tincture From Fresh Hedera Helix Herb (1:5.7-6.0). Extraction Solvent: Ethanol 51% (V/V), Tincture From Fresh Thymus Vulgaris Aerial Parts (1:8.0-8...	0	1
Aesculus Seed Dry Extract, Standardised	0	1
Extractum Lyophilisatum Nr. 43 Dil. D7	0	1
Natrium Diethyloxalaceticum D200, Natrium Diethyloxalaceticum D30, Natrium Diethyloxalaceticum D10	0	1
Zincum Valerianicum D4, Passiflora Incarnata D2, Coffea Arabica D12, Avena Sativa Dil. D2	0	1
Arnica Montana E Floribus W 5% (Hab, Vs. 12g Mit Nativem Olivenöl), Arctium Lappa E Radice W 5% (Hab, Vs. 12g Mit Raffiniertem Erdnussöl), Betula P...	0	1
Cor Suis D12, Cor Suis D200, Cor Suis D30, Cor Suis D8	0	1
Guaifenesin, Ethylmorphine Hydrochloride	0	4
Phenoxybenzamine Hydrochloride Bp	0	3
Sipavibart	0	1
Dog Epithelia	0	37
Lonoctocog Alfa	0	1
Betamethasone Dipropionate, Clotrimazole	0	5
Ispaghula Seed, Ispaghula Husk	0	3
Racementhol, Eucalyptus Oil, Methyl Salicylate, Turpentine Oil	0	3
Tetanus Toxoid, N. Meningitidis Group C Polysaccharide, N. Meningitidis Group Y Polysaccharide, Neisseria Meningitidis Group A Polysaccharide, Neis...	0	1
Acetylsalicylic Acid, Clopidogrel	0	24
Ethanol (96 Per Cent)	0	13
Milk Thistle Fruit Extract, Bitter Candytuft Fresh Plant Extract, Matricaria Liquid Extract, Menthae Piperitae Folium, Chelidonium Majus, Melissae ...	0	3
Carboplatin	0	71
Vipera Berus Dil. D12, Placenta Totalis Suis D30, Pulsatilla Pratensis Dil. D30, Aesculus Hippocastanum Dil. D30, Atropa Bella-Donna Dil. D12, Sily...	0	1
Apis Mellifica D4, Atropa Bella-Donna D4, Arnica Montana D4, Hepar Sulfuris D6, Hydrargyrum Bicyanatum D8, Phytolacca Americana D4	0	3
Ginkgo Biloba	0	1
Paraffin, Light Liquid, Paraffin White Soft	0	2
Cobicistat	0	1
Diflucortolone Valerate, Josamycin Propionate	0	1
Lidocaine Hydrochloride Monohydrate, Amylmetacresol, 2,4 Dichlorobenzyl Alcohol	0	37
Belladonna Tincture, Valerian Tincture, Tincture From Wormwood Herb 1:5, Tincture From Peppermint Leaf 1:20	0	1
Idursulfase	0	1
Promethazine Hydrochloride, Polysorbate 20, Meglumine Benzoate	0	1
Sulfur Dil. D 8, Pulsatilla Pratensis Dil. D6, Cortisonum Aceticum D18	0	1
Entecavir	0	64
Meptazinol Hydrochloride	0	1
Calcium Sulfuricum Trit. D12	0	1
Valerian Root Dry Extract (3-6:1), Ethanol 70 %(V/V), Dry Extract From Hop Strobile (4–8:1), Extraction Solvent: Ethanol 40 % (V/V)	0	2
Amlodipine Besilate, Rosuvastatin Calcium	0	4
Formoterol Fumarate Hydrate	0	2
Opium Tincture, Squill Liquid Extract	0	1
Cimicifuga Trit. D2, Ignatia Trit. D3, Sanguinaria Trit. D6, Sepia Trit. D2	0	1
Deproteinised Hemoderivative Of Calf Blood	0	2
Landiolol Hydrochloride	0	6
Aurum Metallicum Dil. D12, Aurum Metallicum Dil. D200, Aurum Metallicum Dil. D30	0	1
Hydrochlorothiazide, Metoprolol Tartrate Ph. Eur.	0	1
Potassium Chloride, Sodium Chloride	0	28
Sorbitol (E420), Enzalutamide	0	1
Dry Extract Of St. John's Wort (5-7:1), Extraction Solvent: Ethanol 60% V/V	0	10
Marshmallow Root, Plantaginis Lanceolatae L. Folium, Thymi Herba, Malvae Folium, Fennel Seed	0	1
Buprenorphine, Naloxone	0	24
Salicylic Acid, Urea	0	1
Tranylcypromine Sulfate	0	6
Allium Cepa Ferm 34a Ø, Calendula Officinalis Ex Herba Ferm 33c Ø (Hab, Vs. 33c), Mercurialis Perennis Ferm 34c Ø	0	1
Ferrum Phosphoricum Dil. D12, Strychnos Nux-Vomica Dil. D30, Natrium Sulfuricum Dil. D30, Spiraea Ulmaria Dil. D12, Lithium Carbonicum Dil. D12, Rh...	0	1
Nicotinamide Ph. Eur.	0	1
Chlorhexidine Digluconate Solution, Methyl Parahydroxybenzoate, Propyl Parahydroxybenzoate, Lidocaine Hydrochloride	0	1
Arum Maculatum D12, Argentum Nitricum D12, Calcium Carbonicum Hahnemanni D30, Arnica Montana D30, Phosphorus D30	0	1
Cuprum Metallicum Dil. D 8, Lobelia Inflata Dil. D3, Ammi Visnaga Mother Tincture, Corallium Rubrum Dil. D8, Atropa Belladonna Dil. D4, Sticta Dil....	0	1
Hepar Bovis - Magnesium Hydroxydatum (6:4) Dil. D4	0	1
Phytosterol	0	2
Sodium Fluoride, Aminofluoride	0	1
Dry Extract From Bearberry Leaf (3.5-5.5:1), Corresponding To 64-96 Mg Of Arbutin, Extraction Solvent: Ethanol 60% V/V	0	1
Magnesium Aspartate	0	1
Bifidobacterium Longum, Culture Lyophilisate Of Lactobacillus Gasseri	0	1
Retinol Palmitate, Thiamine Hydrochloride, Ascorbic Acid, Ergocalciferol, Nicotinamide, Riboflavin, Pyridoxine Hydrochloride	0	1
Thyme Liquid Extract, Primulae Extractum Fluidum	0	1
Acidum Silicicum Trit. D3, Kalium Iodatum Trit. D6, Arsenum Iodatum Trit. D4, Lachesis Trit. D12, Calcium Iodatum Trit. D4	0	2
Euphrasia 3c D6, Argentum Nitricum D6, Sabadilla D6, Apis Mellifica D6	0	2
Mycophenolate Sodium	0	3
Cefprozil Monohydrate	0	5
Willow Pollen	0	3
Argentum Metallicum Dil. D29 Aquos., Atropa Belladonna Ex Herba Ferm 33a Dil. D14 (Hab, Vs. 33a), Echinacea Pallida E Planta Tota Ferm 33c Dil. D2 ...	0	1
Colecalciferol, Cod-Liver Oil (Type A), Dragosantol, Zinc Oxide, Retinol	0	1
Glyceryl Trinitrate Solution	0	4
Pentoxyverine	0	6
Serenoa Repens Ø	0	1
Diphtheria Toxoid, Tetanus Toxoid, Poliovirus (Inactivated) Type 3 (Saukett Strain), Poliovirus (Inactivated) Type 2 (Mef-1 Strain), Poliovirus (In...	0	3
Liquid Extract From Marshmallow Root (1:20), Extraction Solvent: Water, Liquid Extract From Thyme (Der 1:2-2,5), Extraction Solvents: Ammonia Solut...	0	2
Benzoic Acid, Salicylic Acid	0	3
Iodum D30, Natrium Chloratum D30, Lapis Albus D12, Lycopus Virginicus D12	0	1
Pulsatilla Pratensis Dil. D2, Hepar Sulfuris Dil. D10, Argentum Nitricum Dil. D10, Hydrargyrum Biiodatum Dil. D8, Luffa Operculata Dil. D2, Euphorb...	0	3
Tasonermin	0	1
3-Iodo-2-Propynylbutylcarbamate	0	1
Ergometrine Maleate	0	3
Methyl Parahydroxybenzoate, Cetostearyl Alcohol	0	1
Candida Parapsilosis E Volumine Cellulae (Lyophil., Steril.) D4	0	1
Valsartan, Amlodipine Besilate, Hydrochlorothiazide Ep	0	3
Anamirta Cocculus Dil. D 3, Dioscorea Villosa Dil. D 3, Lobelia Inflata Dil. D3	0	1
Garadacimab	0	1
Panax Ginseng D4, Selenium D10, Chininum Arsenicosum D6	0	1
Clematis Recta Dil. D4, Lachesis D10 Dil.	0	1
Dexrazoxane	0	3
Levofloxacin Hemihydrate	0	110
Bacitracin Zinc, Chlorhexidine Acetate	0	1
Hyoscyamus Niger Trit. D 4, Lobelia Inflata Trit. D4, Atropa Bella-Donna Trit. D4, Psychotria Ipecacuanha D4, Bryonia D4, Kalium Stibyltartaricum T...	0	1
Prednisolone Sesquihydrate	0	1
Strophanthus Gratus Dil. D4, Cytisus Scoparius D3, Selenicereus Grandiflorus D2, Spigelia Anthelmia D5, Urginea Maritima Dil. D4, Crataegus Dil. D2	0	1
Echinacea Purpurea L. Moench Dry Extract	0	4
Melissa Officinalis Cupro Culta, Herba Rh Dil. D3	0	1
Calcium Chloride Hexahydrate	0	2
Troxerutin, Carbazochrome	0	2
Aluminium-Kalium-Sulfuricum D6	0	1
Fluorine	0	5
Nystatin Bp	0	2
Chlortalidone Bp, Triamterene Bp	0	1
Dacomitinib	0	1
Krameria Triandra C3, Aesculus Hippocastanum C3, Adrenalinum D3, Paeonia Officinalis Mother Tincture, Hamamelis Virginiana D1	0	1
Asparaginase	0	1
Horse Hair	0	1
Platanus Acerifolia (132)	0	2
